Año,CodClasificaciónEconómica,ClasificaciónEconómica,CodClasificaciónFuncional,Millones Euros
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.6,0.0
2016,D.9," Transferencias de capital, a pagar",10.6,248.0
2016,D.1,Remuneración de asalariados,10.7,484.0
2016,P.2,Consumos intermedios,10.7,416.0
2016,D.29,Otros impuestos sobre la producción,10.7,0.0
2016,D.3,Subvenciones,10.7,0.0
2016,D.4,Rentas de la propiedad,10.7,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.7,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.7,1659.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.7,528.0
2016,D.7,Otras transferencias corrientes,10.7,394.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.7,0.0
2016,P.5,Formación bruta de capital,10.7,16.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.7,0.0
2016,D.9," Transferencias de capital, a pagar",10.7,6.0
2016,D.1,Remuneración de asalariados,10.8,0.0
2016,P.2,Consumos intermedios,10.8,0.0
2016,D.29,Otros impuestos sobre la producción,10.8,0.0
2016,D.3,Subvenciones,10.8,0.0
2016,D.4,Rentas de la propiedad,10.8,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.8,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.8,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.8,0.0
2016,D.7,Otras transferencias corrientes,10.8,0.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.8,0.0
2016,P.5,Formación bruta de capital,10.8,0.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.8,0.0
2016,D.9," Transferencias de capital, a pagar",10.8,0.0
2016,D.1,Remuneración de asalariados,10.9,1278.0
2016,P.2,Consumos intermedios,10.9,465.0
2016,D.29,Otros impuestos sobre la producción,10.9,20.0
2016,D.3,Subvenciones,10.9,0.0
2016,D.4,Rentas de la propiedad,10.9,0.0
2016,D.51,Impuestos corrientes sobre la renta…a pagar,10.9,0.0
2016,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.9,0.0
2016,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.9,0.0
2016,D.7,Otras transferencias corrientes,10.9,72.0
2016,D.8,Ajustes por la variación de los derechos por pensiones,10.9,0.0
2016,P.5,Formación bruta de capital,10.9,61.0
2016,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.9,-3.0
2016,D.9," Transferencias de capital, a pagar",10.9,2.0
2017,D.1,Remuneración de asalariados,01.1,5377.0
2017,P.2,Consumos intermedios,01.1,1491.0
2017,D.29,Otros impuestos sobre la producción,01.1,27.0
2017,D.3,Subvenciones,01.1,0.0
2017,D.4,Rentas de la propiedad,01.1,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.1,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.1,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.1,0.0
2017,D.7,Otras transferencias corrientes,01.1,8962.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.1,0.0
2017,P.5,Formación bruta de capital,01.1,195.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.1,1.0
2017,D.9," Transferencias de capital, a pagar",01.1,48.0
2017,D.1,Remuneración de asalariados,01.2,36.0
2017,P.2,Consumos intermedios,01.2,39.0
2017,D.29,Otros impuestos sobre la producción,01.2,0.0
2017,D.3,Subvenciones,01.2,0.0
2017,D.4,Rentas de la propiedad,01.2,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.2,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.2,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.2,0.0
2017,D.7,Otras transferencias corrientes,01.2,332.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.2,0.0
2017,P.5,Formación bruta de capital,01.2,5.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.2,0.0
2017,D.9," Transferencias de capital, a pagar",01.2,145.0
2017,D.1,Remuneración de asalariados,01.3,5776.0
2017,P.2,Consumos intermedios,01.3,4326.0
2017,D.29,Otros impuestos sobre la producción,01.3,73.0
2017,D.3,Subvenciones,01.3,0.0
2017,D.4,Rentas de la propiedad,01.3,1.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.3,2.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.3,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.3,0.0
2017,D.7,Otras transferencias corrientes,01.3,175.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.3,0.0
2017,P.5,Formación bruta de capital,01.3,942.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.3,26.0
2017,D.9," Transferencias de capital, a pagar",01.3,53.0
2017,D.1,Remuneración de asalariados,01.4,1766.0
2017,P.2,Consumos intermedios,01.4,602.0
2017,D.29,Otros impuestos sobre la producción,01.4,2.0
2017,D.3,Subvenciones,01.4,89.0
2017,D.4,Rentas de la propiedad,01.4,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.4,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.4,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.4,0.0
2017,D.7,Otras transferencias corrientes,01.4,6.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.4,0.0
2017,P.5,Formación bruta de capital,01.4,2758.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.4,0.0
2017,D.9," Transferencias de capital, a pagar",01.4,13.0
2017,D.1,Remuneración de asalariados,01.5,95.0
2017,P.2,Consumos intermedios,01.5,28.0
2017,D.29,Otros impuestos sobre la producción,01.5,0.0
2017,D.3,Subvenciones,01.5,0.0
2017,D.4,Rentas de la propiedad,01.5,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.5,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.5,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.5,0.0
2017,D.7,Otras transferencias corrientes,01.5,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.5,0.0
2017,P.5,Formación bruta de capital,01.5,137.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.5,0.0
2017,D.9," Transferencias de capital, a pagar",01.5,11.0
2017,D.1,Remuneración de asalariados,01.6,8.0
2017,P.2,Consumos intermedios,01.6,25.0
2017,D.29,Otros impuestos sobre la producción,01.6,0.0
2017,D.3,Subvenciones,01.6,0.0
2017,D.4,Rentas de la propiedad,01.6,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.6,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.6,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.6,0.0
2017,D.7,Otras transferencias corrientes,01.6,16.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.6,0.0
2017,P.5,Formación bruta de capital,01.6,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.6,0.0
2017,D.9," Transferencias de capital, a pagar",01.6,0.0
2017,D.1,Remuneración de asalariados,01.7,0.0
2017,P.2,Consumos intermedios,01.7,1440.0
2017,D.29,Otros impuestos sobre la producción,01.7,0.0
2017,D.3,Subvenciones,01.7,0.0
2017,D.4,Rentas de la propiedad,01.7,29613.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.7,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.7,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.7,0.0
2017,D.7,Otras transferencias corrientes,01.7,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.7,0.0
2017,P.5,Formación bruta de capital,01.7,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.7,0.0
2017,D.9," Transferencias de capital, a pagar",01.7,0.0
2017,D.1,Remuneración de asalariados,01.8,0.0
2017,P.2,Consumos intermedios,01.8,0.0
2017,D.29,Otros impuestos sobre la producción,01.8,0.0
2017,D.3,Subvenciones,01.8,0.0
2017,D.4,Rentas de la propiedad,01.8,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,01.8,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.8,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.8,0.0
2017,D.7,Otras transferencias corrientes,01.8,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,01.8,0.0
2017,P.5,Formación bruta de capital,01.8,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.8,0.0
2017,D.9," Transferencias de capital, a pagar",01.8,0.0
2017,D.1,Remuneración de asalariados,02.1,6040.0
2017,P.2,Consumos intermedios,02.1,1068.0
2017,D.29,Otros impuestos sobre la producción,02.1,11.0
2017,D.3,Subvenciones,02.1,0.0
2017,D.4,Rentas de la propiedad,02.1,8.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,02.1,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.1,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.1,0.0
2017,D.7,Otras transferencias corrientes,02.1,55.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,02.1,0.0
2017,P.5,Formación bruta de capital,02.1,1861.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.1,-19.0
2017,D.9," Transferencias de capital, a pagar",02.1,0.0
2017,D.1,Remuneración de asalariados,02.2,0.0
2017,P.2,Consumos intermedios,02.2,0.0
2017,D.29,Otros impuestos sobre la producción,02.2,0.0
2017,D.3,Subvenciones,02.2,0.0
2017,D.4,Rentas de la propiedad,02.2,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,02.2,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.2,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.2,0.0
2017,D.7,Otras transferencias corrientes,02.2,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,02.2,0.0
2017,P.5,Formación bruta de capital,02.2,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.2,0.0
2017,D.9," Transferencias de capital, a pagar",02.2,0.0
2017,D.1,Remuneración de asalariados,02.3,0.0
2017,P.2,Consumos intermedios,02.3,908.0
2017,D.29,Otros impuestos sobre la producción,02.3,0.0
2017,D.3,Subvenciones,02.3,0.0
2017,D.4,Rentas de la propiedad,02.3,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,02.3,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.3,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.3,0.0
2017,D.7,Otras transferencias corrientes,02.3,209.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,02.3,0.0
2017,P.5,Formación bruta de capital,02.3,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.3,0.0
2017,D.9," Transferencias de capital, a pagar",02.3,0.0
2017,D.1,Remuneración de asalariados,02.4,63.0
2017,P.2,Consumos intermedios,02.4,42.0
2017,D.29,Otros impuestos sobre la producción,02.4,0.0
2017,D.3,Subvenciones,02.4,0.0
2017,D.4,Rentas de la propiedad,02.4,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,02.4,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.4,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.4,0.0
2017,D.7,Otras transferencias corrientes,02.4,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,02.4,0.0
2017,P.5,Formación bruta de capital,02.4,127.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.4,0.0
2017,D.9," Transferencias de capital, a pagar",02.4,0.0
2017,D.1,Remuneración de asalariados,02.5,0.0
2017,P.2,Consumos intermedios,02.5,0.0
2017,D.29,Otros impuestos sobre la producción,02.5,0.0
2017,D.3,Subvenciones,02.5,0.0
2017,D.4,Rentas de la propiedad,02.5,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,02.5,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.5,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.5,0.0
2017,D.7,Otras transferencias corrientes,02.5,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,02.5,0.0
2017,P.5,Formación bruta de capital,02.5,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.5,0.0
2017,D.9," Transferencias de capital, a pagar",02.5,0.0
2017,D.1,Remuneración de asalariados,03.1,11523.0
2017,P.2,Consumos intermedios,03.1,1629.0
2017,D.29,Otros impuestos sobre la producción,03.1,5.0
2017,D.3,Subvenciones,03.1,0.0
2017,D.4,Rentas de la propiedad,03.1,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,03.1,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.1,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.1,0.0
2017,D.7,Otras transferencias corrientes,03.1,9.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,03.1,0.0
2017,P.5,Formación bruta de capital,03.1,336.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.1,8.0
2017,D.9," Transferencias de capital, a pagar",03.1,2.0
2017,D.1,Remuneración de asalariados,03.2,1391.0
2017,P.2,Consumos intermedios,03.2,308.0
2017,D.29,Otros impuestos sobre la producción,03.2,0.0
2017,D.3,Subvenciones,03.2,0.0
2017,D.4,Rentas de la propiedad,03.2,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,03.2,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.2,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.2,0.0
2017,D.7,Otras transferencias corrientes,03.2,9.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,03.2,0.0
2017,P.5,Formación bruta de capital,03.2,133.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.2,0.0
2017,D.9," Transferencias de capital, a pagar",03.2,0.0
2017,D.1,Remuneración de asalariados,03.3,3245.0
2017,P.2,Consumos intermedios,03.3,500.0
2017,D.29,Otros impuestos sobre la producción,03.3,16.0
2017,D.3,Subvenciones,03.3,0.0
2017,D.4,Rentas de la propiedad,03.3,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,03.3,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.3,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.3,0.0
2017,D.7,Otras transferencias corrientes,03.3,5.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,03.3,0.0
2017,P.5,Formación bruta de capital,03.3,191.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.3,1.0
2017,D.9," Transferencias de capital, a pagar",03.3,0.0
2017,D.1,Remuneración de asalariados,03.4,1290.0
2017,P.2,Consumos intermedios,03.4,428.0
2017,D.29,Otros impuestos sobre la producción,03.4,2.0
2017,D.3,Subvenciones,03.4,0.0
2017,D.4,Rentas de la propiedad,03.4,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,03.4,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.4,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.4,0.0
2017,D.7,Otras transferencias corrientes,03.4,1.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,03.4,0.0
2017,P.5,Formación bruta de capital,03.4,48.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.4,0.0
2017,D.9," Transferencias de capital, a pagar",03.4,0.0
2017,D.1,Remuneración de asalariados,03.5,0.0
2017,P.2,Consumos intermedios,03.5,0.0
2017,D.29,Otros impuestos sobre la producción,03.5,0.0
2017,D.3,Subvenciones,03.5,0.0
2017,D.4,Rentas de la propiedad,03.5,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,03.5,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.5,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.5,0.0
2017,D.7,Otras transferencias corrientes,03.5,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,03.5,0.0
2017,P.5,Formación bruta de capital,03.5,0.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.5,0.0
2017,D.9," Transferencias de capital, a pagar",03.5,0.0
2017,D.1,Remuneración de asalariados,03.6,114.0
2017,P.2,Consumos intermedios,03.6,47.0
2017,D.29,Otros impuestos sobre la producción,03.6,0.0
2017,D.3,Subvenciones,03.6,0.0
2017,D.4,Rentas de la propiedad,03.6,0.0
2017,D.51,Impuestos corrientes sobre la renta…a pagar,03.6,0.0
2017,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.6,0.0
2017,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.6,0.0
2017,D.7,Otras transferencias corrientes,03.6,0.0
2017,D.8,Ajustes por la variación de los derechos por pensiones,03.6,0.0
2017,P.5,Formación bruta de capital,03.6,21.0
2017,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.6,0.0
2017,D.9," Transferencias de capital, a pagar",03.6,0.0
2017,D.1,Remuneración de asalariados,04.1,3219.0
2017,P.2,Consumos intermedios,04.1,2073.0
2017,D.29,Otros impuestos sobre la producción,04.1,114.0
2017,D.3,Subvenciones,04.1,3401.0
