Año,CodClasificaciónEconómica,ClasificaciónEconómica,CodClasificaciónFuncional,Millones Euros
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.3,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.3,0.0
2009,D.7,Otras transferencias corrientes,05.3,17.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,05.3,0.0
2009,P.5,Formación bruta de capital,05.3,223.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.3,201.0
2009,D.9," Transferencias de capital, a pagar",05.3,12.0
2009,D.1,Remuneración de asalariados,05.4,777.0
2009,P.2,Consumos intermedios,05.4,716.0
2009,D.29,Otros impuestos sobre la producción,05.4,4.0
2009,D.3,Subvenciones,05.4,38.0
2009,D.4,Rentas de la propiedad,05.4,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,05.4,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.4,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.4,0.0
2009,D.7,Otras transferencias corrientes,05.4,81.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,05.4,0.0
2009,P.5,Formación bruta de capital,05.4,1025.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.4,60.0
2009,D.9," Transferencias de capital, a pagar",05.4,71.0
2009,D.1,Remuneración de asalariados,05.5,176.0
2009,P.2,Consumos intermedios,05.5,75.0
2009,D.29,Otros impuestos sobre la producción,05.5,0.0
2009,D.3,Subvenciones,05.5,3.0
2009,D.4,Rentas de la propiedad,05.5,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,05.5,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.5,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.5,0.0
2009,D.7,Otras transferencias corrientes,05.5,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,05.5,0.0
2009,P.5,Formación bruta de capital,05.5,303.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.5,2.0
2009,D.9," Transferencias de capital, a pagar",05.5,0.0
2009,D.1,Remuneración de asalariados,05.6,309.0
2009,P.2,Consumos intermedios,05.6,194.0
2009,D.29,Otros impuestos sobre la producción,05.6,1.0
2009,D.3,Subvenciones,05.6,0.0
2009,D.4,Rentas de la propiedad,05.6,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,05.6,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,05.6,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,05.6,0.0
2009,D.7,Otras transferencias corrientes,05.6,11.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,05.6,0.0
2009,P.5,Formación bruta de capital,05.6,180.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,05.6,0.0
2009,D.9," Transferencias de capital, a pagar",05.6,41.0
2009,D.1,Remuneración de asalariados,06.1,313.0
2009,P.2,Consumos intermedios,06.1,455.0
2009,D.29,Otros impuestos sobre la producción,06.1,49.0
2009,D.3,Subvenciones,06.1,80.0
2009,D.4,Rentas de la propiedad,06.1,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,06.1,1.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.1,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.1,0.0
2009,D.7,Otras transferencias corrientes,06.1,109.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,06.1,0.0
2009,P.5,Formación bruta de capital,06.1,1327.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.1,-17.0
2009,D.9," Transferencias de capital, a pagar",06.1,729.0
2009,D.1,Remuneración de asalariados,06.2,1471.0
2009,P.2,Consumos intermedios,06.2,1608.0
2009,D.29,Otros impuestos sobre la producción,06.2,1.0
2009,D.3,Subvenciones,06.2,44.0
2009,D.4,Rentas de la propiedad,06.2,1.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,06.2,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.2,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.2,0.0
2009,D.7,Otras transferencias corrientes,06.2,37.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,06.2,0.0
2009,P.5,Formación bruta de capital,06.2,4402.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.2,211.0
2009,D.9," Transferencias de capital, a pagar",06.2,211.0
2009,D.1,Remuneración de asalariados,06.3,129.0
2009,P.2,Consumos intermedios,06.3,476.0
2009,D.29,Otros impuestos sobre la producción,06.3,13.0
2009,D.3,Subvenciones,06.3,79.0
2009,D.4,Rentas de la propiedad,06.3,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,06.3,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.3,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.3,0.0
2009,D.7,Otras transferencias corrientes,06.3,10.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,06.3,0.0
2009,P.5,Formación bruta de capital,06.3,1072.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.3,12.0
2009,D.9," Transferencias de capital, a pagar",06.3,297.0
2009,D.1,Remuneración de asalariados,06.4,64.0
2009,P.2,Consumos intermedios,06.4,325.0
2009,D.29,Otros impuestos sobre la producción,06.4,0.0
2009,D.3,Subvenciones,06.4,0.0
2009,D.4,Rentas de la propiedad,06.4,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,06.4,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.4,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.4,0.0
2009,D.7,Otras transferencias corrientes,06.4,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,06.4,0.0
2009,P.5,Formación bruta de capital,06.4,202.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.4,5.0
2009,D.9," Transferencias de capital, a pagar",06.4,0.0
2009,D.1,Remuneración de asalariados,06.5,58.0
2009,P.2,Consumos intermedios,06.5,13.0
2009,D.29,Otros impuestos sobre la producción,06.5,0.0
2009,D.3,Subvenciones,06.5,0.0
2009,D.4,Rentas de la propiedad,06.5,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,06.5,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.5,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.5,0.0
2009,D.7,Otras transferencias corrientes,06.5,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,06.5,0.0
2009,P.5,Formación bruta de capital,06.5,81.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.5,0.0
2009,D.9," Transferencias de capital, a pagar",06.5,1.0
2009,D.1,Remuneración de asalariados,06.6,44.0
2009,P.2,Consumos intermedios,06.6,30.0
2009,D.29,Otros impuestos sobre la producción,06.6,0.0
2009,D.3,Subvenciones,06.6,0.0
2009,D.4,Rentas de la propiedad,06.6,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,06.6,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.6,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.6,0.0
2009,D.7,Otras transferencias corrientes,06.6,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,06.6,0.0
2009,P.5,Formación bruta de capital,06.6,19.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.6,0.0
2009,D.9," Transferencias de capital, a pagar",06.6,1.0
2009,D.1,Remuneración de asalariados,07.1,4.0
2009,P.2,Consumos intermedios,07.1,1.0
2009,D.29,Otros impuestos sobre la producción,07.1,0.0
2009,D.3,Subvenciones,07.1,0.0
2009,D.4,Rentas de la propiedad,07.1,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,07.1,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.1,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.1,13675.0
2009,D.7,Otras transferencias corrientes,07.1,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,07.1,0.0
2009,P.5,Formación bruta de capital,07.1,0.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.1,0.0
2009,D.9," Transferencias de capital, a pagar",07.1,0.0
2009,D.1,Remuneración de asalariados,07.2,17181.0
2009,P.2,Consumos intermedios,07.2,5869.0
2009,D.29,Otros impuestos sobre la producción,07.2,17.0
2009,D.3,Subvenciones,07.2,0.0
2009,D.4,Rentas de la propiedad,07.2,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,07.2,1.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.2,712.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.2,1634.0
2009,D.7,Otras transferencias corrientes,07.2,76.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,07.2,0.0
2009,P.5,Formación bruta de capital,07.2,514.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.2,5.0
2009,D.9," Transferencias de capital, a pagar",07.2,25.0
2009,D.1,Remuneración de asalariados,07.3,12576.0
2009,P.2,Consumos intermedios,07.3,8708.0
2009,D.29,Otros impuestos sobre la producción,07.3,23.0
2009,D.3,Subvenciones,07.3,0.0
2009,D.4,Rentas de la propiedad,07.3,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,07.3,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.3,637.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.3,4280.0
2009,D.7,Otras transferencias corrientes,07.3,25.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,07.3,0.0
2009,P.5,Formación bruta de capital,07.3,2002.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.3,7.0
2009,D.9," Transferencias de capital, a pagar",07.3,1.0
2009,D.1,Remuneración de asalariados,07.4,603.0
2009,P.2,Consumos intermedios,07.4,624.0
2009,D.29,Otros impuestos sobre la producción,07.4,0.0
2009,D.3,Subvenciones,07.4,0.0
2009,D.4,Rentas de la propiedad,07.4,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,07.4,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.4,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.4,66.0
2009,D.7,Otras transferencias corrientes,07.4,71.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,07.4,0.0
2009,P.5,Formación bruta de capital,07.4,110.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.4,1.0
2009,D.9," Transferencias de capital, a pagar",07.4,0.0
2009,D.1,Remuneración de asalariados,07.5,807.0
2009,P.2,Consumos intermedios,07.5,499.0
2009,D.29,Otros impuestos sobre la producción,07.5,1.0
2009,D.3,Subvenciones,07.5,47.0
2009,D.4,Rentas de la propiedad,07.5,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,07.5,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.5,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.5,0.0
2009,D.7,Otras transferencias corrientes,07.5,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,07.5,0.0
2009,P.5,Formación bruta de capital,07.5,1361.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.5,0.0
2009,D.9," Transferencias de capital, a pagar",07.5,88.0
2009,D.1,Remuneración de asalariados,07.6,314.0
2009,P.2,Consumos intermedios,07.6,213.0
2009,D.29,Otros impuestos sobre la producción,07.6,1.0
2009,D.3,Subvenciones,07.6,0.0
2009,D.4,Rentas de la propiedad,07.6,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,07.6,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.6,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.6,0.0
2009,D.7,Otras transferencias corrientes,07.6,53.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,07.6,0.0
2009,P.5,Formación bruta de capital,07.6,157.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.6,1.0
2009,D.9," Transferencias de capital, a pagar",07.6,3.0
2009,D.1,Remuneración de asalariados,08.1,1032.0
2009,P.2,Consumos intermedios,08.1,1803.0
2009,D.29,Otros impuestos sobre la producción,08.1,1.0
2009,D.3,Subvenciones,08.1,3.0
2009,D.4,Rentas de la propiedad,08.1,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,08.1,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.1,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.1,4.0
2009,D.7,Otras transferencias corrientes,08.1,648.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,08.1,0.0
2009,P.5,Formación bruta de capital,08.1,1500.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.1,67.0
2009,D.9," Transferencias de capital, a pagar",08.1,59.0
2009,D.1,Remuneración de asalariados,08.2,1834.0
2009,P.2,Consumos intermedios,08.2,2522.0
2009,D.29,Otros impuestos sobre la producción,08.2,9.0
2009,D.3,Subvenciones,08.2,103.0
2009,D.4,Rentas de la propiedad,08.2,1.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,08.2,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.2,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.2,11.0
2009,D.7,Otras transferencias corrientes,08.2,529.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,08.2,0.0
2009,P.5,Formación bruta de capital,08.2,1674.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.2,63.0
2009,D.9," Transferencias de capital, a pagar",08.2,187.0
2009,D.1,Remuneración de asalariados,08.3,1025.0
2009,P.2,Consumos intermedios,08.3,1960.0
2009,D.29,Otros impuestos sobre la producción,08.3,19.0
2009,D.3,Subvenciones,08.3,71.0
2009,D.4,Rentas de la propiedad,08.3,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,08.3,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.3,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.3,0.0
2009,D.7,Otras transferencias corrientes,08.3,30.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,08.3,0.0
2009,P.5,Formación bruta de capital,08.3,224.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.3,24.0
2009,D.9," Transferencias de capital, a pagar",08.3,40.0
2009,D.1,Remuneración de asalariados,08.4,301.0
2009,P.2,Consumos intermedios,08.4,377.0
2009,D.29,Otros impuestos sobre la producción,08.4,0.0
2009,D.3,Subvenciones,08.4,72.0
2009,D.4,Rentas de la propiedad,08.4,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,08.4,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.4,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.4,0.0
2009,D.7,Otras transferencias corrientes,08.4,681.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,08.4,0.0
2009,P.5,Formación bruta de capital,08.4,203.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.4,4.0
2009,D.9," Transferencias de capital, a pagar",08.4,19.0
2009,D.1,Remuneración de asalariados,08.5,38.0
2009,P.2,Consumos intermedios,08.5,10.0
2009,D.29,Otros impuestos sobre la producción,08.5,0.0
2009,D.3,Subvenciones,08.5,0.0
2009,D.4,Rentas de la propiedad,08.5,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,08.5,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.5,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.5,0.0
2009,D.7,Otras transferencias corrientes,08.5,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,08.5,0.0
2009,P.5,Formación bruta de capital,08.5,56.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.5,0.0
2009,D.9," Transferencias de capital, a pagar",08.5,0.0
2009,D.1,Remuneración de asalariados,08.6,124.0
2009,P.2,Consumos intermedios,08.6,139.0
2009,D.29,Otros impuestos sobre la producción,08.6,2.0
2009,D.3,Subvenciones,08.6,3.0
2009,D.4,Rentas de la propiedad,08.6,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,08.6,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.6,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.6,0.0
2009,D.7,Otras transferencias corrientes,08.6,1.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,08.6,0.0
2009,P.5,Formación bruta de capital,08.6,28.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.6,0.0
2009,D.9," Transferencias de capital, a pagar",08.6,1.0
2009,D.1,Remuneración de asalariados,09.1,12582.0
2009,P.2,Consumos intermedios,09.1,1063.0
2009,D.29,Otros impuestos sobre la producción,09.1,2.0
2009,D.3,Subvenciones,09.1,3.0
2009,D.4,Rentas de la propiedad,09.1,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.1,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.1,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.1,3700.0
2009,D.7,Otras transferencias corrientes,09.1,216.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.1,0.0
2009,P.5,Formación bruta de capital,09.1,1628.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.1,40.0
2009,D.9," Transferencias de capital, a pagar",09.1,8.0
2009,D.1,Remuneración de asalariados,09.2,13613.0
2009,P.2,Consumos intermedios,09.2,800.0
2009,D.29,Otros impuestos sobre la producción,09.2,0.0
2009,D.3,Subvenciones,09.2,13.0
2009,D.4,Rentas de la propiedad,09.2,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.2,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.2,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.2,2550.0
2009,D.7,Otras transferencias corrientes,09.2,272.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.2,0.0
2009,P.5,Formación bruta de capital,09.2,816.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.2,0.0
2009,D.9," Transferencias de capital, a pagar",09.2,44.0
2009,D.1,Remuneración de asalariados,09.3,2.0
2009,P.2,Consumos intermedios,09.3,8.0
2009,D.29,Otros impuestos sobre la producción,09.3,0.0
2009,D.3,Subvenciones,09.3,0.0
2009,D.4,Rentas de la propiedad,09.3,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.3,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.3,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.3,0.0
2009,D.7,Otras transferencias corrientes,09.3,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.3,0.0
2009,P.5,Formación bruta de capital,09.3,1.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.3,0.0
2009,D.9," Transferencias de capital, a pagar",09.3,0.0
2009,D.1,Remuneración de asalariados,09.4,4009.0
2009,P.2,Consumos intermedios,09.4,1682.0
2009,D.29,Otros impuestos sobre la producción,09.4,6.0
2009,D.3,Subvenciones,09.4,0.0
2009,D.4,Rentas de la propiedad,09.4,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.4,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.4,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.4,16.0
2009,D.7,Otras transferencias corrientes,09.4,930.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.4,0.0
2009,P.5,Formación bruta de capital,09.4,680.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.4,18.0
2009,D.9," Transferencias de capital, a pagar",09.4,16.0
2009,D.1,Remuneración de asalariados,09.5,774.0
2009,P.2,Consumos intermedios,09.5,179.0
2009,D.29,Otros impuestos sobre la producción,09.5,0.0
2009,D.3,Subvenciones,09.5,0.0
2009,D.4,Rentas de la propiedad,09.5,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.5,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.5,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.5,24.0
2009,D.7,Otras transferencias corrientes,09.5,33.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.5,0.0
2009,P.5,Formación bruta de capital,09.5,59.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.5,1.0
2009,D.9," Transferencias de capital, a pagar",09.5,2.0
2009,D.1,Remuneración de asalariados,09.6,182.0
2009,P.2,Consumos intermedios,09.6,233.0
2009,D.29,Otros impuestos sobre la producción,09.6,0.0
2009,D.3,Subvenciones,09.6,0.0
2009,D.4,Rentas de la propiedad,09.6,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.6,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.6,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.6,800.0
2009,D.7,Otras transferencias corrientes,09.6,80.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.6,0.0
2009,P.5,Formación bruta de capital,09.6,35.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.6,0.0
2009,D.9," Transferencias de capital, a pagar",09.6,53.0
2009,D.1,Remuneración de asalariados,09.7,89.0
2009,P.2,Consumos intermedios,09.7,116.0
2009,D.29,Otros impuestos sobre la producción,09.7,0.0
2009,D.3,Subvenciones,09.7,119.0
2009,D.4,Rentas de la propiedad,09.7,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.7,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.7,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.7,0.0
2009,D.7,Otras transferencias corrientes,09.7,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.7,0.0
2009,P.5,Formación bruta de capital,09.7,194.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.7,0.0
2009,D.9," Transferencias de capital, a pagar",09.7,31.0
2009,D.1,Remuneración de asalariados,09.8,1038.0
2009,P.2,Consumos intermedios,09.8,596.0
2009,D.29,Otros impuestos sobre la producción,09.8,2.0
2009,D.3,Subvenciones,09.8,37.0
2009,D.4,Rentas de la propiedad,09.8,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,09.8,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.8,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.8,0.0
2009,D.7,Otras transferencias corrientes,09.8,85.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,09.8,0.0
2009,P.5,Formación bruta de capital,09.8,173.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.8,1.0
2009,D.9," Transferencias de capital, a pagar",09.8,12.0
2009,D.1,Remuneración de asalariados,10.1,1561.0
2009,P.2,Consumos intermedios,10.1,752.0
2009,D.29,Otros impuestos sobre la producción,10.1,2.0
2009,D.3,Subvenciones,10.1,0.0
2009,D.4,Rentas de la propiedad,10.1,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.1,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.1,21959.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.1,947.0
2009,D.7,Otras transferencias corrientes,10.1,203.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.1,0.0
2009,P.5,Formación bruta de capital,10.1,175.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.1,1.0
2009,D.9," Transferencias de capital, a pagar",10.1,76.0
2009,D.1,Remuneración de asalariados,10.2,2484.0
2009,P.2,Consumos intermedios,10.2,1388.0
2009,D.29,Otros impuestos sobre la producción,10.2,6.0
2009,D.3,Subvenciones,10.2,0.0
2009,D.4,Rentas de la propiedad,10.2,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.2,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.2,69029.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.2,1921.0
2009,D.7,Otras transferencias corrientes,10.2,277.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.2,0.0
2009,P.5,Formación bruta de capital,10.2,347.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.2,3.0
2009,D.9," Transferencias de capital, a pagar",10.2,61.0
2009,D.1,Remuneración de asalariados,10.3,101.0
2009,P.2,Consumos intermedios,10.3,23.0
2009,D.29,Otros impuestos sobre la producción,10.3,1.0
2009,D.3,Subvenciones,10.3,0.0
2009,D.4,Rentas de la propiedad,10.3,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.3,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.3,21476.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.3,0.0
2009,D.7,Otras transferencias corrientes,10.3,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.3,0.0
2009,P.5,Formación bruta de capital,10.3,15.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.3,0.0
2009,D.9," Transferencias de capital, a pagar",10.3,0.0
2009,D.1,Remuneración de asalariados,10.4,608.0
2009,P.2,Consumos intermedios,10.4,505.0
2009,D.29,Otros impuestos sobre la producción,10.4,0.0
2009,D.3,Subvenciones,10.4,0.0
2009,D.4,Rentas de la propiedad,10.4,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.4,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.4,7420.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.4,1103.0
2009,D.7,Otras transferencias corrientes,10.4,144.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.4,0.0
2009,P.5,Formación bruta de capital,10.4,86.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.4,0.0
2009,D.9," Transferencias de capital, a pagar",10.4,36.0
2009,D.1,Remuneración de asalariados,10.5,329.0
2009,P.2,Consumos intermedios,10.5,64.0
2009,D.29,Otros impuestos sobre la producción,10.5,1.0
2009,D.3,Subvenciones,10.5,0.0
2009,D.4,Rentas de la propiedad,10.5,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.5,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.5,32500.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.5,58.0
2009,D.7,Otras transferencias corrientes,10.5,13.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.5,0.0
2009,P.5,Formación bruta de capital,10.5,26.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.5,0.0
2009,D.9," Transferencias de capital, a pagar",10.5,0.0
2009,D.1,Remuneración de asalariados,10.6,0.0
2009,P.2,Consumos intermedios,10.6,1.0
2009,D.29,Otros impuestos sobre la producción,10.6,0.0
2009,D.3,Subvenciones,10.6,0.0
2009,D.4,Rentas de la propiedad,10.6,0.0
